Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpYes,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal
"? 70,091.00",Yes,No,11,? 964.00,? 34.00,? 137.00,? 15.00,? 0.00,? 11.00,2,5,2,10,8,No,Yes,No,No,No,No,No,51,2614,No,Yes,No,No,No,No,No,No,Yes,No,"? 1,150.00"
"? 78,075.00",No,No,72,? 572.00,? 8.00,? 259.00,? 34.00,? 35.00,? 80.00,1,3,5,5,1,No,No,No,No,No,No,No,48,2244,No,Yes,No,No,No,No,No,No,No,Yes,? 908.00
"? 59,184.00",No,Yes,6,? 341.00,? 142.00,? 113.00,? 259.00,? 151.00,? 66.00,3,6,6,12,5,No,No,No,No,No,No,No,59,2817,No,No,No,No,Yes,Yes,No,No,No,No,"? 1,006.00"
"? 54,809.00",Yes,Yes,0,? 63.00,? 6.00,? 57.00,? 13.00,? 13.00,? 22.00,4,2,1,5,4,No,No,No,No,No,No,No,43,2450,No,Yes,No,No,No,No,No,Yes,No,No,? 152.00
"? 58,113.00",No,Yes,66,? 221.00,? 104.00,? 169.00,? 102.00,? 78.00,? 84.00,3,9,2,8,7,No,No,No,No,No,Yes,No,61,2679,No,Yes,No,No,No,No,No,Yes,No,No,? 674.00
"? 51,412.00",No,Yes,42,? 140.00,? 3.00,? 29.00,? 4.00,? 5.00,? 14.00,2,3,2,4,4,No,No,No,No,No,No,No,62,2339,No,Yes,No,No,No,No,No,No,Yes,No,? 181.00
"? 15,287.00",Yes,No,60,? 1.00,? 2.00,? 8.00,? 4.00,? 3.00,? 13.00,2,1,1,2,7,Yes,No,No,No,No,No,Yes,41,2786,Yes,No,No,No,No,No,No,Yes,No,No,? 18.00
"? 66,636.00",No,No,64,? 291.00,? 10.00,? 689.00,? 84.00,? 10.00,? 0.00,1,3,4,9,1,No,No,No,No,No,No,No,63,2475,No,No,No,Yes,No,No,No,No,Yes,No,"? 1,084.00"
"? 50,965.00",No,Yes,87,? 544.00,? 13.00,? 85.00,? 8.00,? 6.00,? 29.00,3,10,4,5,8,Yes,No,No,No,No,No,No,64,2653,No,Yes,No,No,No,No,No,No,Yes,No,? 656.00
"? 84,618.00",No,No,96,? 684.00,? 100.00,? 801.00,? 21.00,? 66.00,? 0.00,1,6,9,10,2,No,No,Yes,No,No,No,No,55,2378,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,672.00"
"? 18,351.00",No,No,1,? 1.00,? 12.00,? 9.00,? 0.00,? 14.00,? 7.00,1,2,0,3,7,No,No,No,No,No,No,No,30,2402,No,Yes,No,No,No,No,No,Yes,No,No,? 36.00
"? 40,451.00",No,Yes,54,? 35.00,? 0.00,? 4.00,? 0.00,? 0.00,? 10.00,1,1,1,2,5,Yes,No,No,No,No,No,No,63,2292,No,No,No,Yes,No,No,No,No,No,Yes,? 39.00
"? 36,317.00",No,Yes,53,? 87.00,? 3.00,? 25.00,? 3.00,? 2.00,? 13.00,2,3,0,4,7,No,No,No,No,No,No,No,55,2562,No,No,No,Yes,No,No,No,Yes,No,No,? 120.00
"? 42,213.00",No,Yes,96,? 309.00,? 3.00,? 24.00,? 4.00,? 3.00,? 20.00,2,5,1,7,7,No,Yes,No,No,No,No,No,63,2419,No,No,No,Yes,No,No,No,Yes,No,No,? 343.00
"? 65,748.00",No,Yes,58,? 172.00,? 73.00,? 93.00,? 95.00,? 78.00,? 34.00,2,2,4,10,1,No,No,No,No,No,Yes,No,65,2599,No,No,No,Yes,No,No,No,Yes,No,No,? 511.00
"? 77,044.00",No,Yes,12,? 625.00,? 38.00,? 242.00,? 50.00,? 34.00,? 76.00,2,7,11,11,4,Yes,No,No,No,No,No,No,48,2404,No,No,No,Yes,No,No,No,Yes,No,No,? 989.00
"? 74,918.00",No,No,78,? 972.00,? 59.00,? 913.00,? 25.00,? 19.00,? 59.00,1,5,9,6,3,No,No,Yes,No,No,No,No,51,2633,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,988.00"
"? 56,721.00",Yes,Yes,64,? 157.00,? 6.00,? 39.00,? 6.00,? 13.00,? 75.00,5,4,1,5,6,No,No,No,No,No,No,No,48,2765,No,Yes,No,No,No,No,No,Yes,No,No,? 221.00
"? 42,160.00",Yes,Yes,26,? 48.00,? 9.00,? 45.00,? 3.00,? 15.00,? 20.00,4,2,1,4,6,No,No,No,No,No,No,Yes,45,2525,No,No,Yes,No,No,No,No,Yes,No,No,? 120.00
"? 61,559.00",No,Yes,8,? 279.00,? 83.00,? 88.00,? 32.00,? 14.00,? 34.00,1,4,2,10,3,No,No,No,No,No,No,No,55,2506,No,No,Yes,No,No,No,No,Yes,No,No,? 496.00
"? 33,629.00",Yes,Yes,49,? 132.00,? 0.00,? 16.00,? 0.00,? 0.00,? 4.00,5,3,1,4,9,No,No,No,No,No,No,No,57,2849,No,No,No,Yes,No,No,No,No,No,Yes,? 148.00
"? 68,682.00",No,No,56,? 919.00,? 0.00,? 505.00,? 99.00,? 30.00,? 45.00,1,4,9,10,2,No,No,No,No,No,No,No,29,2425,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,553.00"
"? 34,377.00",No,Yes,55,? 62.00,? 0.00,? 22.00,? 3.00,? 1.00,? 26.00,2,2,2,2,7,No,No,No,No,No,No,No,57,2685,No,No,Yes,No,No,No,No,Yes,No,No,? 88.00
"? 8,940.00",Yes,No,25,? 1.00,? 45.00,? 3.00,? 4.00,? 6.00,? 42.00,3,3,1,3,8,No,No,No,No,No,No,No,34,2835,No,No,Yes,No,No,No,Yes,No,No,No,? 59.00
"? 26,228.00",Yes,No,50,? 2.00,? 6.00,? 4.00,? 3.00,? 1.00,? 9.00,1,1,0,2,8,No,No,No,No,No,No,No,47,2439,No,Yes,No,No,No,No,No,Yes,No,No,? 16.00
"? 77,297.00",No,No,84,? 408.00,? 61.00,? 109.00,? 48.00,? 122.00,? 41.00,1,5,7,9,4,No,No,No,Yes,No,No,No,63,2678,Yes,No,No,No,No,Yes,No,No,No,No,? 748.00
"? 40,211.00",Yes,Yes,30,? 51.00,? 1.00,? 7.00,? 2.00,? 1.00,? 25.00,2,2,1,2,8,Yes,No,No,No,No,No,No,39,2493,No,Yes,No,No,No,No,No,Yes,No,No,? 62.00
"? 33,438.00",Yes,Yes,81,? 62.00,? 1.00,? 16.00,? 3.00,? 2.00,? 6.00,4,2,1,4,5,No,No,No,No,No,No,No,62,2439,No,No,No,No,Yes,No,No,No,No,Yes,? 84.00
"? 75,032.00",No,Yes,74,? 952.00,? 12.00,? 180.00,? 47.00,? 12.00,? 12.00,2,5,4,9,3,No,No,No,No,No,No,No,61,2586,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,203.00"
"? 61,284.00",No,No,76,? 618.00,? 15.00,? 106.00,? 20.00,? 7.00,? 45.00,1,11,2,8,6,No,Yes,No,No,No,No,No,65,2419,No,No,Yes,No,No,No,No,No,No,Yes,? 766.00
"? 22,518.00",Yes,No,36,? 11.00,? 7.00,? 12.00,? 2.00,? 2.00,? 27.00,2,2,1,2,5,Yes,No,No,No,No,No,Yes,34,2774,No,Yes,No,No,No,No,No,Yes,No,No,? 34.00
"? 54,730.00",No,Yes,64,? 318.00,? 3.00,? 17.00,? 4.00,? 7.00,? 56.00,5,4,1,8,4,No,No,No,No,No,No,No,45,2477,No,Yes,No,No,No,No,No,No,Yes,No,? 349.00
"? 38,452.00",Yes,Yes,62,? 56.00,? 0.00,? 14.00,? 0.00,? 0.00,? 2.00,3,3,0,3,7,No,No,No,No,No,No,No,65,2250,No,Yes,No,No,No,No,No,No,Yes,No,? 70.00
"? 44,421.00",Yes,Yes,53,? 110.00,? 5.00,? 59.00,? 7.00,? 1.00,? 7.00,5,5,0,4,8,No,No,No,No,No,No,No,49,2658,Yes,No,No,No,No,No,No,Yes,No,No,? 182.00
"? 38,197.00",Yes,No,86,? 23.00,? 0.00,? 11.00,? 2.00,? 1.00,? 3.00,1,1,0,3,5,No,No,No,No,No,No,No,34,2524,No,No,No,Yes,No,No,No,No,No,Yes,? 37.00
"? 41,986.00",No,Yes,15,? 27.00,? 5.00,? 8.00,? 8.00,? 3.00,? 12.00,3,3,0,4,4,No,No,No,No,No,No,No,42,2299,Yes,No,No,No,No,No,No,Yes,No,No,? 51.00
"? 28,427.00",Yes,No,67,? 18.00,? 3.00,? 19.00,? 3.00,? 3.00,? 6.00,2,2,0,3,8,No,No,No,No,No,No,No,37,2624,No,No,No,Yes,No,No,No,Yes,No,No,? 46.00
"? 37,395.00",Yes,No,47,? 18.00,? 0.00,? 9.00,? 0.00,? 1.00,? 11.00,1,1,0,3,6,No,No,No,No,No,No,No,44,2217,No,No,No,Yes,No,No,No,No,No,Yes,? 28.00
"? 64,722.00",Yes,No,47,? 303.00,? 0.00,? 280.00,? 60.00,? 147.00,? 15.00,4,8,2,11,6,No,No,No,No,No,No,No,49,2193,No,Yes,No,No,No,No,No,Yes,No,No,? 790.00
"? 55,249.00",No,Yes,81,? 97.00,? 1.00,? 19.00,? 2.00,? 0.00,? 11.00,1,2,1,4,3,No,No,No,No,No,No,No,64,2232,No,No,No,Yes,No,No,No,No,Yes,No,? 119.00
"? 84,906.00",No,No,98,? 997.00,? 15.00,? 414.00,? 99.00,? 30.00,? 76.00,1,5,6,12,2,No,Yes,Yes,No,Yes,No,No,48,2427,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,555.00"
"? 28,691.00",Yes,No,56,? 5.00,? 4.00,? 13.00,? 8.00,? 0.00,? 4.00,1,1,0,3,8,No,No,No,No,No,No,No,31,2519,No,Yes,No,No,No,No,No,Yes,No,No,? 30.00
"? 44,213.00",Yes,Yes,48,? 95.00,? 11.00,? 35.00,? 0.00,? 4.00,? 7.00,4,2,1,5,6,No,No,No,No,No,No,No,68,2371,No,No,Yes,No,No,No,No,Yes,No,No,? 145.00
"? 25,707.00",Yes,No,18,? 1.00,? 6.00,? 2.00,? 3.00,? 6.00,? 3.00,1,1,0,3,7,No,No,No,No,No,No,No,36,2321,No,No,Yes,No,No,No,Yes,No,No,No,? 18.00
"? 59,062.00",Yes,Yes,74,? 46.00,? 1.00,? 12.00,? 3.00,? 0.00,? 9.00,2,2,0,3,4,No,No,No,No,No,No,No,53,2428,No,Yes,No,No,No,No,No,No,No,Yes,? 62.00
"? 76,624.00",No,Yes,68,? 411.00,? 106.00,? 147.00,? 54.00,? 115.00,? 66.00,1,5,10,7,1,Yes,No,No,No,No,No,No,58,2195,No,No,Yes,No,No,No,No,Yes,No,No,? 833.00
"? 66,000.00",No,No,36,? 244.00,? 51.00,? 270.00,? 101.00,? 0.00,? 45.00,1,1,3,5,1,No,No,No,No,No,No,No,73,2229,No,No,No,Yes,No,No,No,No,Yes,No,? 666.00
"? 27,683.00",Yes,No,90,? 152.00,? 9.00,? 121.00,? 12.00,? 12.00,? 45.00,4,6,2,4,8,No,No,No,No,No,No,No,42,2853,No,No,No,Yes,No,No,No,No,No,Yes,? 306.00
"? 1,730.00",No,No,65,? 1.00,? 1.00,? 3.00,? 1.00,? 1.00,? 1.00,15,0,0,0,20,No,No,No,No,No,No,No,49,2201,Yes,No,No,No,No,No,No,Yes,No,No,? 7.00
"? 7,500.00",Yes,No,63,? 10.00,? 17.00,? 18.00,? 8.00,? 26.00,? 40.00,4,3,2,2,9,No,No,No,No,No,No,No,28,2732,No,No,Yes,No,No,No,Yes,No,No,No,? 79.00
"? 40,521.00",Yes,Yes,82,? 12.00,? 0.00,? 5.00,? 0.00,? 0.00,? 4.00,1,0,1,2,5,No,No,No,No,No,No,No,52,2609,No,No,No,Yes,No,No,No,Yes,No,No,? 17.00
"? 20,427.00",Yes,No,63,? 5.00,? 0.00,? 4.00,? 0.00,? 0.00,? 1.00,1,1,0,2,8,No,No,No,No,No,No,No,47,2256,No,No,No,Yes,No,No,No,No,No,Yes,? 9.00
"? 65,106.00",No,Yes,55,? 790.00,? 19.00,? 133.00,? 12.00,? 0.00,? 19.00,3,8,3,13,6,No,Yes,No,No,No,No,No,45,2195,No,Yes,No,No,No,No,No,Yes,No,No,? 954.00
"? 69,969.00",No,No,64,? 882.00,? 29.00,? 514.00,? 38.00,? 29.00,? 44.00,1,4,2,6,3,No,No,Yes,Yes,No,No,Yes,55,2465,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,492.00"
"? 67,433.00",No,Yes,51,? 615.00,? 28.00,? 259.00,? 12.00,? 48.00,? 30.00,4,6,5,13,4,No,Yes,No,No,No,No,No,68,2507,No,Yes,No,No,No,No,No,Yes,No,No,? 962.00
"? 77,766.00",No,Yes,97,"? 1,004.00",? 59.00,? 265.00,? 115.00,? 59.00,? 27.00,2,11,10,11,6,Yes,No,No,No,No,No,Yes,53,2651,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,502.00"
"? 74,716.00",No,Yes,92,? 133.00,? 27.00,? 421.00,? 13.00,? 195.00,? 71.00,2,7,3,5,4,No,No,No,No,No,No,No,48,2449,No,Yes,No,No,No,No,No,Yes,No,No,? 789.00
"? 68,118.00",No,Yes,51,? 595.00,? 23.00,? 123.00,? 10.00,? 23.00,? 154.00,2,8,9,4,6,No,No,No,No,No,No,No,57,2413,Yes,No,No,No,No,No,No,Yes,No,No,? 774.00
"? 55,158.00",Yes,Yes,72,? 293.00,? 0.00,? 87.00,? 4.00,? 11.00,? 23.00,4,7,2,5,7,No,No,No,No,No,No,Yes,50,2858,No,Yes,No,No,No,No,No,No,No,Yes,? 395.00
"? 62,972.00",No,Yes,39,? 313.00,? 15.00,? 47.00,? 20.00,? 0.00,? 192.00,2,7,4,3,6,No,No,No,No,No,No,Yes,65,2854,No,Yes,No,No,No,Yes,No,No,No,No,? 395.00
"? 74,190.00",No,Yes,49,? 151.00,? 81.00,? 86.00,? 168.00,? 91.00,? 64.00,2,4,2,11,2,No,No,No,No,No,No,No,45,2207,No,Yes,No,No,No,No,No,Yes,No,No,? 577.00
"? 39,356.00",Yes,Yes,21,? 15.00,? 0.00,? 2.00,? 0.00,? 0.00,? 6.00,1,1,0,2,6,Yes,No,No,No,No,No,No,44,2261,No,Yes,No,No,No,No,No,Yes,No,No,? 17.00
"? 76,653.00",No,No,91,? 736.00,? 63.00,? 946.00,? 219.00,? 189.00,? 126.00,1,4,7,11,2,No,No,Yes,Yes,No,No,No,51,2476,No,No,No,Yes,No,No,No,Yes,No,No,"? 2,153.00"
"? 35,860.00",Yes,Yes,37,? 15.00,? 0.00,? 8.00,? 4.00,? 2.00,? 20.00,2,1,1,2,5,Yes,No,No,No,No,No,No,47,2200,Yes,No,No,No,No,No,No,No,No,Yes,? 29.00
"? 90,687.00",No,No,98,? 982.00,? 17.00,? 672.00,? 23.00,? 34.00,? 51.00,1,6,2,8,2,No,No,Yes,No,No,No,Yes,37,2562,Yes,No,No,No,No,No,No,No,No,Yes,"? 1,728.00"
"? 73,450.00",No,No,85,"? 1,142.00",? 51.00,? 415.00,? 90.00,? 69.00,? 37.00,1,7,8,11,3,Yes,No,No,Yes,No,No,No,38,2365,No,No,No,Yes,No,No,No,No,Yes,No,"? 1,767.00"
"? 31,454.00",Yes,Yes,40,? 28.00,? 0.00,? 11.00,? 0.00,? 0.00,? 9.00,3,2,0,3,8,No,No,No,No,No,No,No,60,2517,No,Yes,No,No,No,No,No,Yes,No,No,? 39.00
"? 47,139.00",Yes,Yes,2,? 46.00,? 0.00,? 12.00,? 0.00,? 2.00,? 23.00,2,2,1,2,7,No,No,No,No,No,No,Yes,68,2274,No,No,Yes,No,No,No,No,Yes,No,No,? 60.00
"? 83,829.00",No,No,78,? 897.00,? 161.00,? 430.00,? 186.00,? 161.00,? 27.00,0,4,7,6,1,Yes,No,Yes,Yes,No,No,Yes,45,2423,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,835.00"
"? 53,378.00",Yes,Yes,41,? 489.00,? 6.00,? 152.00,? 8.00,? 6.00,? 132.00,10,9,4,6,8,No,No,No,No,No,No,Yes,57,2802,No,Yes,No,No,No,No,No,No,No,Yes,? 661.00
"? 19,656.00",Yes,No,94,? 25.00,? 4.00,? 9.00,? 6.00,? 8.00,? 32.00,3,2,1,3,7,No,No,No,No,No,No,No,50,2665,No,No,No,Yes,No,No,No,Yes,No,No,? 52.00
"? 45,579.00",No,Yes,10,? 145.00,? 1.00,? 33.00,? 2.00,? 1.00,? 1.00,1,4,1,4,6,No,No,No,No,No,No,No,72,2472,No,Yes,No,No,No,No,No,No,No,Yes,? 182.00
"? 85,485.00",No,No,73,? 630.00,? 26.00,? 611.00,? 44.00,? 18.00,? 54.00,1,6,6,6,2,No,No,No,No,No,No,No,62,2167,No,No,Yes,No,No,Yes,No,No,No,No,"? 1,329.00"
"? 55,956.00",No,No,22,? 760.00,? 38.00,? 104.00,? 50.00,? 9.00,? 38.00,2,7,3,4,4,No,Yes,No,No,No,No,No,76,2242,No,Yes,No,No,No,No,No,Yes,No,No,? 961.00
"? 64,191.00",No,Yes,30,? 420.00,? 15.00,? 186.00,? 151.00,? 38.00,? 15.00,3,5,3,13,3,No,No,No,No,No,No,No,57,2682,No,No,Yes,No,No,No,No,No,Yes,No,? 810.00
"? 38,808.00",Yes,No,21,? 125.00,? 17.00,? 52.00,? 3.00,? 19.00,? 30.00,4,5,1,4,8,Yes,No,No,No,No,No,Yes,48,2831,No,No,Yes,No,No,No,No,Yes,No,No,? 216.00
"? 57,183.00",Yes,Yes,51,? 464.00,? 5.00,? 64.00,? 7.00,? 0.00,? 70.00,8,9,1,7,8,No,No,No,No,No,No,No,54,2626,No,Yes,No,No,No,No,No,No,Yes,No,? 540.00
"? 23,748.00",Yes,No,97,? 6.00,? 6.00,? 29.00,? 12.00,? 15.00,? 8.00,3,2,1,3,8,No,No,No,No,No,No,No,52,2744,Yes,No,No,No,No,No,No,No,Yes,No,? 68.00
"? 66,303.00",No,Yes,56,"? 1,090.00",? 12.00,? 96.00,? 16.00,? 12.00,? 60.00,4,3,4,11,8,No,Yes,No,No,No,No,No,49,2647,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,226.00"
"? 37,368.00",Yes,No,4,? 3.00,? 2.00,? 11.00,? 2.00,? 2.00,? 10.00,1,1,0,2,6,Yes,No,No,No,No,No,No,45,2354,No,Yes,No,No,No,No,No,No,Yes,No,? 20.00
"? 40,800.00",Yes,Yes,77,? 24.00,? 0.00,? 27.00,? 8.00,? 30.00,? 10.00,2,3,0,3,7,No,No,No,No,No,Yes,No,56,2703,No,Yes,No,No,No,No,No,Yes,No,No,? 89.00
"? 71,847.00",No,No,95,? 737.00,? 21.00,? 106.00,? 55.00,? 63.00,? 210.00,0,6,7,9,3,No,No,No,Yes,No,No,No,42,2805,Yes,No,No,No,No,No,No,Yes,No,No,? 982.00
"? 46,149.00",No,Yes,36,? 254.00,? 6.00,? 71.00,? 4.00,? 0.00,? 27.00,5,5,1,7,5,No,No,No,No,No,No,No,45,2371,No,Yes,No,No,No,No,No,Yes,No,No,? 335.00
"? 78,687.00",No,No,13,? 817.00,? 185.00,? 687.00,? 145.00,? 55.00,? 241.00,1,4,6,8,2,No,No,Yes,No,No,No,Yes,37,2848,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,889.00"
"? 49,118.00",No,No,90,? 620.00,? 54.00,? 239.00,? 99.00,? 98.00,? 119.00,2,9,7,10,7,No,Yes,No,No,Yes,No,Yes,49,2839,Yes,No,No,No,No,Yes,No,No,No,No,"? 1,110.00"
"? 37,633.00",Yes,Yes,49,? 13.00,? 4.00,? 20.00,? 0.00,? 0.00,? 1.00,2,1,0,3,9,No,No,No,No,No,No,No,63,2806,No,Yes,No,No,No,No,No,No,No,Yes,? 37.00
"? 39,767.00",No,No,18,? 113.00,? 61.00,? 204.00,? 34.00,? 26.00,? 47.00,2,7,1,7,8,No,No,No,No,No,No,No,69,2502,No,No,No,Yes,No,No,No,No,Yes,No,? 438.00
"? 26,997.00",No,No,89,? 7.00,? 23.00,? 78.00,? 133.00,? 49.00,? 144.00,2,4,2,5,7,No,No,No,No,No,No,No,69,2760,No,Yes,No,No,No,No,Yes,No,No,No,? 290.00
"? 33,986.00",Yes,No,43,? 16.00,? 2.00,? 18.00,? 2.00,? 1.00,? 5.00,1,1,0,3,7,No,No,No,No,No,No,No,50,2631,Yes,No,No,No,No,No,No,Yes,No,No,? 39.00
"? 57,091.00",No,Yes,82,? 462.00,? 0.00,? 24.00,? 6.00,? 0.00,? 4.00,2,9,2,5,7,No,Yes,No,No,No,No,Yes,48,2742,No,Yes,No,No,No,No,No,No,No,Yes,? 492.00
"? 46,831.00",Yes,Yes,84,? 22.00,? 2.00,? 10.00,? 6.00,? 4.00,? 34.00,2,1,2,2,4,No,No,No,No,No,No,No,51,2545,No,Yes,No,No,No,Yes,No,No,No,No,? 44.00
"? 83,151.00",No,No,80,? 968.00,? 147.00,? 842.00,? 137.00,? 42.00,? 210.00,1,5,7,10,2,Yes,No,Yes,Yes,No,No,Yes,48,2663,No,Yes,No,No,No,No,No,No,Yes,No,"? 2,136.00"
"? 52,531.00",No,No,68,? 283.00,? 112.00,? 151.00,? 51.00,? 72.00,? 125.00,2,7,2,10,6,No,No,No,No,No,No,No,49,2705,No,Yes,No,No,No,No,No,Yes,No,No,? 669.00
"? 15,759.00",No,No,12,? 1.00,? 2.00,? 5.00,? 6.00,? 0.00,? 3.00,1,1,0,2,7,No,No,No,No,No,No,No,64,2456,No,Yes,No,No,No,No,No,Yes,No,No,? 14.00
"? 22,804.00",Yes,No,75,? 14.00,? 1.00,? 7.00,? 2.00,? 1.00,? 1.00,1,2,0,2,9,No,No,No,No,No,No,No,49,2492,No,No,Yes,No,No,No,No,Yes,No,No,? 25.00
"? 43,050.00",Yes,No,10,? 30.00,? 5.00,? 24.00,? 6.00,? 3.00,? 8.00,2,2,0,4,5,No,No,No,No,No,No,No,47,2262,No,Yes,No,No,No,Yes,No,No,No,No,? 68.00
"? 42,997.00",Yes,Yes,91,? 4.00,? 0.00,? 5.00,? 0.00,? 1.00,? 5.00,1,1,0,2,7,No,No,No,No,No,No,No,43,2363,No,No,Yes,No,No,No,No,No,No,Yes,? 10.00
"? 48,918.00",Yes,Yes,21,? 52.00,? 0.00,? 9.00,? 0.00,? 0.00,? 1.00,2,1,0,4,4,No,No,No,No,No,No,No,57,2237,No,No,Yes,No,No,No,No,No,No,Yes,? 61.00
"? 60,033.00",No,Yes,28,? 62.00,? 1.00,? 57.00,? 19.00,? 11.00,? 48.00,2,2,1,5,2,No,No,No,No,No,No,No,66,2251,No,No,No,Yes,No,No,No,No,Yes,No,? 150.00
"? 34,043.00",Yes,No,97,? 20.00,? 2.00,? 14.00,? 3.00,? 0.00,? 10.00,1,2,0,2,9,No,No,No,No,No,No,No,42,2406,No,No,No,Yes,No,No,No,No,No,Yes,? 39.00
"? 57,811.00",No,Yes,49,? 545.00,? 7.00,? 114.00,? 37.00,? 21.00,? 78.00,5,7,2,11,5,No,Yes,No,No,No,No,No,54,2529,No,No,No,Yes,No,No,No,Yes,No,No,? 724.00
"? 78,569.00",No,No,14,? 558.00,? 79.00,? 622.00,? 207.00,? 175.00,? 95.00,1,4,6,4,1,No,No,Yes,No,No,No,Yes,74,2289,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,641.00"
"? 7,500.00",Yes,Yes,5,? 6.00,? 5.00,? 4.00,? 13.00,? 4.00,? 25.00,4,2,1,3,6,No,No,No,No,No,No,No,42,2708,No,No,Yes,No,No,No,No,Yes,No,No,? 32.00
"? 94,384.00",No,No,62,"? 1,111.00",? 24.00,? 790.00,? 160.00,? 45.00,? 172.00,0,5,8,5,2,No,Yes,Yes,Yes,No,No,Yes,67,2641,No,No,No,Yes,No,No,No,Yes,No,No,"? 2,130.00"
"? 23,148.00",No,No,83,? 4.00,? 6.00,? 8.00,? 6.00,? 3.00,? 10.00,1,2,0,3,7,No,No,No,No,No,No,No,35,2290,No,Yes,No,No,No,Yes,No,No,No,No,? 27.00
"? 44,267.00",Yes,Yes,48,? 183.00,? 5.00,? 65.00,? 3.00,? 5.00,? 49.00,5,5,2,4,9,No,No,No,No,No,No,No,50,2648,Yes,No,No,No,No,No,No,Yes,No,No,? 261.00
"? 71,626.00",No,No,94,? 546.00,? 72.00,? 376.00,? 94.00,? 145.00,? 72.00,1,5,5,8,3,No,Yes,No,No,No,No,No,41,2764,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,233.00"
"? 60,894.00",No,Yes,61,? 606.00,? 7.00,? 155.00,? 10.00,? 0.00,? 54.00,5,10,3,8,7,No,No,No,No,No,No,No,54,2525,No,No,No,Yes,No,No,No,Yes,No,No,? 778.00
"? 50,200.00",Yes,Yes,70,? 266.00,? 6.00,? 51.00,? 8.00,? 6.00,? 64.00,6,7,1,5,8,No,No,No,No,No,No,No,44,2611,No,No,No,Yes,No,No,No,Yes,No,No,? 337.00
"? 81,051.00",No,No,43,"? 1,142.00",? 29.00,? 249.00,? 38.00,? 29.00,? 14.00,1,5,5,12,2,No,Yes,Yes,No,No,No,No,55,2196,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,487.00"
"? 65,169.00",No,No,23,"? 1,074.00",? 0.00,? 69.00,? 0.00,? 0.00,? 46.00,1,10,4,13,6,Yes,No,Yes,Yes,Yes,No,Yes,38,2325,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,143.00"
"? 59,868.00",No,Yes,37,? 771.00,? 51.00,? 154.00,? 54.00,? 10.00,? 154.00,7,11,2,12,6,No,No,No,No,No,No,No,48,2501,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,040.00"
"? 65,695.00",No,Yes,50,? 371.00,? 32.00,? 189.00,? 0.00,? 58.00,? 6.00,2,5,4,10,4,No,No,No,No,No,No,No,60,2308,No,Yes,No,No,No,No,No,No,No,Yes,? 650.00
"? 64,857.00",No,No,78,? 556.00,? 14.00,? 717.00,? 210.00,? 0.00,? 43.00,1,7,5,10,4,No,No,No,No,No,No,No,64,2742,No,No,Yes,No,No,No,No,No,Yes,No,"? 1,497.00"
"? 45,143.00",No,Yes,74,? 202.00,? 5.00,? 74.00,? 11.00,? 5.00,? 14.00,3,6,1,5,7,No,No,No,No,No,No,No,55,2466,No,No,No,Yes,No,No,No,No,Yes,No,? 297.00
"? 74,805.00",No,Yes,14,? 209.00,? 162.00,? 209.00,? 41.00,? 162.00,? 37.00,5,4,7,10,2,No,No,No,No,No,No,No,65,2394,No,No,No,Yes,No,Yes,No,No,No,No,? 783.00
"? 59,060.00",Yes,No,77,? 35.00,? 40.00,? 111.00,? 36.00,? 40.00,? 12.00,3,3,1,7,4,No,No,No,No,No,No,No,31,2328,No,Yes,No,No,No,Yes,No,No,No,No,? 262.00
"? 27,238.00",Yes,Yes,39,? 37.00,? 0.00,? 17.00,? 0.00,? 0.00,? 3.00,3,3,0,3,9,No,No,No,No,No,No,No,58,2594,No,No,Yes,No,No,No,No,No,No,Yes,? 54.00
"? 47,009.00",No,Yes,89,? 171.00,? 45.00,? 73.00,? 59.00,? 10.00,? 90.00,4,3,2,8,4,No,No,No,No,No,No,No,55,2430,No,No,No,Yes,No,No,No,Yes,No,No,? 358.00
"? 46,094.00",Yes,Yes,62,? 12.00,? 2.00,? 20.00,? 3.00,? 2.00,? 5.00,1,1,0,3,7,No,No,No,No,No,No,No,47,2178,No,Yes,No,No,No,Yes,No,No,No,No,? 39.00
